0,1,2,3,4,5,6,7,8,ID
suelo del bosque, Terro...,,frambuesa, cereza, fres...,ciruela, mora, casis,1117019
roble, vainilla, chocol...,mora, ciruela, frutos d...,cuero, Terroso, humo,1107336
roble, tabaco, chocolat...,cuero, Terroso, humo,cereza, frutos rojos, f...,2373036
casis, ciruela, cereza ...,roble, vainilla, tabaco,cuero, Terroso, humo,1650786
cereza, arándano rojo, ...,Terroso, hongo, mineral...,roble, clavo de olor, c...,18766
roble, chocolate, clavo...,mora, fruta negra, ciru...,menta, pimienta, canela,1146705
roble, vainilla, chocol...,cereza negra, mora, cir...,cereza, frutos rojos, c...,1102055
roble, caramelo, vainil...,frutos rojos, cereza, a...,ciruela, cereza negra, ...,2477107
cereza, frambuesa, frut...,vainilla, tabaco, choco...,ciruela, casis, casis,92521
cereza, cereza roja, fr...,menta, ajedrea,,rosa seca, violeta,,1179757
tabaco, vainilla, choco...,mora, ciruela, cereza n...,Terroso, cuero, hongo,1161027
roble, chocolate, vaini...,mora, ciruela, casis,cuero, Terroso, humo,50934
chocolate, roble, vaini...,suelo del bosque, hongo,,cereza,,,41834
humo, suelo del bosque,...,roble, tabaco, vainilla,cereza roja, frambuesa,...,5584852
fruta negra, frutos del...,,roble, tabaco, chocolat...,cereza, frambuesa,,1898604
cereza, frambuesa, fres...,Terroso, minerales, hon...,roble, vainilla, bebida...,2200198
roble, café, vainilla,ciruela, mora, arándano,cereza, frambuesa, gran...,20985
cereza, fresa, cereza r...,roble, chocolate, sánda...,humo, tiza, Terroso,1733875
cereza, frutos rojos, a...,hongo, suelo del bosque...,,roble, mezcla de especi...,,4562074
cereza, frambuesa, frut...,minerales, humo, humo d...,canela, regaliz, almizc...,2747659
roble, vainilla, tabaco,mora, fruta negra, arán...,frambuesa, cereza, frut...,89195
fresa, frutos rojos, ce...,vainilla, cedro, mezcla...,Terroso, hierro, cuero,1842493
roble, vainilla, cedro,frambuesa, frutos rojos,,mora, ciruela,,7387
Terroso, hongo,,casis,,,cereza,,,5938319
ciruela, casis, casis,chocolate, roble,,No disponible,,,9775165
frambuesa, cereza, fres...,Terroso, cuero, hongo,vainilla, roble, cedro,1529044
casis, fruta negra, mor...,chocolate, cigarro, nue...,frambuesa, fresa, cerez...,1145682
fresa, frambuesa, cerez...,Terroso, suelo del bosq...,,vainilla, roble, tabaco,1127383
cereza, frutos rojos, f...,roble, vainilla, tabaco,cuero, suelo del bosque...,,1108053
chocolate, vainilla, ro...,humo, Terroso, cuero,cereza, frambuesa, cere...,3989596
cereza, frambuesa, frut...,roble, tabaco, cedro,suelo del bosque, Terro...,,1101423
chocolate amargo, roble...,,cereza, frambuesa, frut...,cereza negra, frutos de...,,1166870
frambuesa, fresa, cerez...,Terroso, cuero, mineral...,pimienta, jengibre conf...,,7360039
frambuesa, cereza, gros...,cuero, hongo, Terroso,mora, fruta negra,,4170949
cuero, minerales, humo,frambuesa, cereza roja,...,roble, clavo de olor, v...,2839
ciruela, mora, fruta ne...,roble, tabaco, vainilla,cuero, Terroso, grafito,1127835
roble, tabaco, vainilla,ciruela, frutos del bos...,,frambuesa, cereza, frut...,2148779
frambuesa, fresa, cerez...,suelo del bosque, cuero...,,roble, nuez moscada, ch...,86259
fresa, frambuesa, cerez...,suelo del bosque, hongo...,,roble, vainilla, cedro,1244947
alquitrán, Terroso, cue...,frutos rojos, fresa, ce...,tabaco, roble, chocolat...,4923228
frambuesa, arándano roj...,,cuero, hongo, piedra,roble, vainilla, cedro,63954
frutos rojos, frambuesa...,,cuero, Terroso, hongo,mora, ciruela, fruta ne...,1099093
cítrico, pomelo, limón,manzana, manzana verde,...,Terroso, miel, piedra,4150161
cereza, frambuesa, frut...,cuero, Terroso, hongo,roble, vainilla, cedro,1127380
Terroso, miel, hierro,tabaco dulce, tabaco, v...,cereza, fresa,,1790438
roble, tabaco, vainilla,cuero, aceto balsámico,...,cereza, frambuesa, frut...,1173363
cereza negra, fruta neg...,,Terroso, suelo del bosq...,,cereza, frambuesa,,11657414
cereza, frambuesa, fres...,Terroso, tiza, Carne ad...,roble, vainilla, manteq...,5412424
fruta negra,,,regaliz,,,No disponible,,,4166715
frambuesa, cereza, fres...,Terroso, minerales, cue...,roble, vainilla, cedro,1128874
chocolate, tabaco, café,cuero, Terroso, humo,cereza, fresa, frambues...,1677391
fresa, arándano rojo, c...,Terroso, suelo del bosq...,,pimienta blanca, canela...,,3192787
frambuesa, fresa, fruto...,Terroso, suelo del bosq...,,roble, vainilla, cedro,2617230
Terroso, hongo, cuero,frambuesa, frutos rojos...,,roble, café, vainilla,1126953
vainilla, roble, chocol...,mora, ciruela, frutos d...,cuero, Terroso, cacao,66284
cereza, frambuesa, fres...,Terroso, minerales, hon...,roble, vainilla, bebida...,2308939
cereza, fresa, cereza r...,humo, hongo, tierra par...,canela, regaliz, pimien...,1503256
roble, vainilla, chocol...,mora, frutos del bosque...,,cuero, Terroso, humo,11298
casis, casis, mora,roble, tabaco, chocolat...,cuero, Terroso, humo,22183
roble, vainilla, chocol...,mora, fruta negra, cere...,cuero, humo, Terroso,77247
tabaco, roble, chocolat...,cuero, Terroso, humo,cereza, frutos rojos, c...,1236432
cuero, Terroso, miel,roble, tabaco, caramelo,menta, pimienta, carame...,5370732
roble, vainilla, tabaco,mora, arándano, casis,cereza, frambuesa, frut...,97212
frutos rojos, fresa, fr...,Terroso, hongo, suelo d...,roble, vainilla,,1130817
cereza, fresa, frambues...,Terroso, hongo, suelo d...,regaliz, canela, eucali...,1161767
mora, fruta negra, cere...,humo, cuero, Terroso,pimienta, pimienta blan...,,738509
cereza, fresa, frambues...,Terroso, hongo, humo,roble, bebida cola, vai...,1642696
cuero, alquitrán, Terro...,cereza, cereza roja, fr...,roble, tabaco, chocolat...,87114
cereza, fresa, frambues...,Terroso, cuero, hongo,roble, vainilla, clavo ...,1799825
mora, ciruela, casis,roble, chocolate, vaini...,cuero, cacao, grafito,89197
fresa,,,cereza negra, mora,,manzana,,,4778234
roble, vainilla, cedro,cereza, frutos rojos, c...,arándano, mora, casis,1429827
roble, vainilla, tabaco,mora, ciruela, fruta ne...,cuero, Terroso, humo,1190066
mora, zarza, ciruela,chocolate, café, vainil...,grafito, Terroso, cuero,3830817
roble, vainilla, manteq...,frutos del bosque, cere...,,mentol, eucalipto, rega...,4132904
cereza, frambuesa, fres...,Terroso, suelo del bosq...,,roble, vainilla, cedro,3996141
roble, chocolate, tabac...,casis, mora, arándano,Terroso, cuero, humo,1813840
ciruela, mora, casis,tabaco, roble, chocolat...,Terroso, suelo del bosq...,,2039863
cuero,,,No disponible,,,No disponible,,,4051714
No disponible,,,No disponible,,,No disponible,,,9274926
cuero, Terroso, humo,cereza, frutos rojos, c...,mora, cereza negra, jam...,5513232
mora, arándano,,cedro,,,frutos rojos,,,91142
No disponible,,,No disponible,,,No disponible,,,4876231
frambuesa, frutos rojos...,,suelo del bosque, Terro...,,roble, cedro, café,4481260
frambuesa, frutos rojos...,,Terroso, hongo, cuero,roble, vainilla, cedro,1188833
mora, arándano, frutos ...,roble, vainilla, chocol...,frambuesa, arándano roj...,,85436
vainilla, chocolate, ca...,ciruela, mora, arándano,Terroso, cuero, hongo,1373011
suelo del bosque, cuero...,,cereza, frambuesa,,vainilla,,,8528552
cereza, frutos rojos, f...,roble, clavo de olor, t...,casis, arándano, cereza...,7845074
cereza, frutos rojos, f...,roble, vainilla, cigarr...,Terroso, cuero, humo,6300181
cereza, arándano rojo, ...,chocolate amargo, nuez ...,,ciruela agria, casis,,4233989
ciruela, cereza negra, ...,cuero, Terroso, mineral...,roble, tabaco, cedro,3508289
Terroso, aceto balsámic...,,frambuesa, cereza, frut...,chocolate, roble, tabac...,9633611
roble, chocolate, vaini...,mora, fruta negra, ciru...,cuero, humo, Terroso,65934
cuero, Terroso, hongo,frambuesa, frutos rojos...,,roble, vainilla, cedro,1175831
cereza, frambuesa, cere...,roble, vainilla, tabaco,cuero, minerales, Terro...,94045
fresa, arándano rojo, f...,mora, cereza negra, fru...,grafito, cuero, humo,6751980
cuero, alquitrán, Terro...,roble, tabaco, vainilla,cereza, frambuesa, frut...,77546
cereza, frambuesa, frut...,Terroso, hongo, humo,roble, vainilla, clavo ...,79604
suelo del bosque, cuero...,,cereza, frambuesa, fres...,roble, tabaco, chocolat...,41854
fresa, cereza, frambues...,Terroso, cuero, mineral...,roble, vainilla, chocol...,2834
cuero, Terroso, aceto b...,tabaco, roble, cedro,cereza, cereza roja, fr...,1155257
roble, tabaco, chocolat...,casis, fruta negra, mor...,cuero, Terroso, humo,13633
cuero, Terroso, alquitr...,cereza, frutos rojos, f...,regaliz, menta, pimient...,1183273
café,,,canela,,,cuero,,,1130954
frambuesa, cereza roja,...,peonía, violeta,,cedro, vainilla,,7408181
mora, fruta negra, cere...,cereza, frutos rojos, f...,regaliz, pimienta, tomi...,75854
cereza, fresa, frambues...,Terroso, cacao, mineral...,cigarrera, roble, cedro,4582767
cereza, frutos rojos, a...,suelo del bosque, Terro...,,pimienta, canela, hierb...,1387009
cereza, frambuesa, frut...,cuero, Terroso, suelo d...,roble, tabaco, vainilla,15225
frambuesa, cereza, frut...,roble, vainilla, tabaco,Terroso, humo, cuero,1186471
vainilla, roble, chocol...,ciruela, casis, mora,pimienta, canela, regal...,19713
chocolate, vainilla, ro...,cereza, frutos rojos, c...,pasas de uva, fruta sec...,,2739376
cuero, cacao, Terroso,vainilla, tabaco, clavo...,cereza, frutos rojos, f...,1185612
anís, regaliz, pimienta...,cereza,,,maleza,,,5120384
roble, vainilla, chocol...,ciruela, mora, mermelad...,cuero, Terroso, aceto b...,1247694
roble, vainilla, tabaco,cereza, frutos rojos, f...,cuero, Terroso, hongo,33744
vainilla, café, chocola...,cereza, fresa, frambues...,cuero, Terroso, hongo,1165266
mora, frutos del bosque...,,roble, tabaco, chocolat...,cuero, Terroso, humo,1239528
casis, ciruela, mora,cuero, Terroso, alquitr...,tabaco, vainilla, café,1203206
cuero, carnes ahumadas,...,roble, vainilla,,arándano, frutos del bo...,,2623913
No disponible,,,No disponible,,,No disponible,,,10358014
cuero, Terroso, aceto b...,cereza, frutos rojos, f...,cereza negra, casis, fr...,1197757
ciruela, mora, casis,cuero, Terroso, hongo,vainilla, cedro,,91025
chocolate, cedro, clavo...,casis, arándano, boysen...,cereza, arándano rojo, ...,1196664
mermelada,,,No disponible,,,No disponible,,,1689520
Terroso, minerales,,ciruela,,,cereza,,,1614087
roble, chocolate, café,cereza negra, frutos de...,,cuero, Carne adobada, T...,1540779
No disponible,,,No disponible,,,No disponible,,,9350526
tabaco, roble, vainilla,cuero, Terroso, humo,cereza, frutos rojos, c...,1162473
humo, Terroso, minerale...,roble, tabaco, vainilla,cereza negra, frutos de...,,1175822
fresa, cereza, frambues...,roble, tabaco, vainilla,Terroso, humo, hongo,1168066
cereza, frutos rojos, f...,roble, tabaco, chocolat...,casis, mora, ciruela,84064
mora, arándano, frutos ...,pimienta,,,No disponible,,,4362082
ciruela, mora, fruta ne...,chocolate, tabaco, cedr...,cuero, alquitrán, humo,7950511
roble, vainilla, chocol...,casis, ciruela, mora,cuero, Terroso, mineral...,2642198
cereza, frambuesa, frut...,cuero, Terroso, alquitr...,tabaco, roble, vainilla,4478097
minerales, cacao, cuero,frambuesa, arándano roj...,,ciruela, cereza negra, ...,1725438
mora, ciruela, frutos d...,roble, chocolate, vaini...,Terroso, cuero, mineral...,1204684
ciruela, fruta negra, m...,roble, chocolate, vaini...,pimienta, regaliz, ment...,1166294
roble, tabaco, vainilla,cuero, aceto balsámico,...,cereza, frutos rojos, f...,1154997
frambuesa, cereza, frut...,tabaco, roble, vainilla,mora, fruta negra, casi...,1180853
aceituna negra,,,humo,,,No disponible,,,4806971
granada, cereza, aránda...,chocolate para cocinar,...,,humo, alquitrán,,7322158
minerales, humo, Terros...,cereza, frutos rojos, f...,tabaco, roble, chocolat...,1434500
No disponible,,,No disponible,,,No disponible,,,11100367
fruta negra, mora, ciru...,cuero, Terroso, humo,roble, vainilla, chocol...,3227818
tabaco, roble, vainilla,fruta negra, ciruela, c...,cereza, frutos rojos, f...,8029511
roble, vainilla, chocol...,mora, ciruela, fruta ne...,cuero, humo, minerales,1184728
cereza, fresa, frambues...,cuero, Terroso, hongo,roble, tabaco, mantequi...,2952
cereza roja, ciruela ro...,,aceto balsámico, gravil...,,mora,,,7976423
cereza,,,No disponible,,,No disponible,,,10623915
tabaco, vainilla, choco...,casis, ciruela, casis,cuero, Terroso, mineral...,11171
chocolate, roble, vaini...,ciruela, mora, cereza n...,cuero, Terroso, humo,1159387
roble,,,No disponible,,,No disponible,,,10437503
roble, vainilla, tabaco,ciruela, frutos del bos...,,pasas de uva, ciruela p...,,1206641
cereza, frambuesa, frut...,cuero, Terroso, aceto b...,roble, tabaco, vainilla,83175
roble, vainilla, tabaco,casis, ciruela, mora,cuero, Terroso, humo,1219477
cereza, frutos rojos, f...,roble, tabaco, vainilla,cuero, Terroso, humo,7301412
cuero, Terroso, mineral...,roble, cedro, tabaco,cereza, frutos rojos, f...,7268603
roble, vainilla, chocol...,mora, ciruela, casis,pimienta, regaliz, ment...,24056
roble, vainilla, chocol...,mora, ciruela, fruta ne...,cuero, Terroso, humo,1415247
cuero, aceto balsámico,...,cereza, cereza roja, fr...,roble, vainilla, clavo ...,2224956
roble, chocolate, tabac...,cuero, Terroso, humo,fruta negra, mora, casi...,23193
cereza, fresa fresca, p...,carbón de leña,,,No disponible,,,5376599
cereza, fresa, frambues...,Terroso, cuero, hongo,roble, vainilla, tabaco,1491557
vainilla, roble, chocol...,fruta negra, ciruela, m...,cuero, humo, Terroso,1153455
ciruela, fruta negra, c...,roble, chocolate, cedro,cuero, humo, carbón de ...,1646687
Terroso, humo, minerale...,café, roble, chocolate,frutos rojos, cereza al...,,8000045
frambuesa, fresa, cerez...,casis, casis, ciruela,roble, clavo de olor, c...,3175920
cereza, grosella roja,,pétalo de rosa, agua de...,,higo,,,8117375
fresa, frambuesa, cerez...,Terroso, suelo del bosq...,,pimienta, canela, regal...,1171018
fresa, frambuesa, cerez...,Terroso, hongo, Carne a...,arándano, fruta negra, ...,4289758
frambuesa, cereza, frut...,Terroso, olla de barro,...,tabaco, tabaco dulce,,6170336
frutos del bosque, ciru...,,roble, chocolate, tabac...,cuero, humo, Carne adob...,1171416
roble, chocolate, vaini...,ciruela, mora, fruta ne...,cuero, Terroso, cacao,68744
No disponible,,,No disponible,,,No disponible,,,12028143
cereza, frambuesa, fres...,minerales, Terroso, cue...,pimienta, regaliz, cane...,1998608
No disponible,,,No disponible,,,No disponible,,,6202262
roble, tabaco, vainilla,mora, ciruela, cereza n...,cuero, Terroso, cacao,11735
tabaco, vainilla, clavo...,cereza, cereza Bing, ar...,casis, frutos del bosqu...,,7707536
frambuesa, cereza, cere...,Terroso, minerales, cue...,casis, fruta negra, fru...,82549
cereza, fresa, frambues...,ciruela, mora, casis,Terroso, cuero, humo,5314737
cuero, cacao, Terroso,ciruela, mora madura, m...,cereza, frutos rojos, f...,1129186
cereza, grosella roja, ...,canela, hierbas verdes,...,mora, ciruela,,10019090
fruta negra,,,frutos rojos,,,pimienta,,,5649809
fresa,,,cereza negra,,,humo,,,8128292
cereza, arándano rojo, ...,clavo de olor, bebida c...,,Terroso, maleza, suelo ...,1212505
cereza, arándano rojo, ...,cereza negra, mermelada...,,Terroso, suelo del bosq...,,1919899
chocolate, tabaco, café,arándano, mora, jambul,cuero, Terroso, suelo d...,96456
cereza, cereza roja,,ciruela,,,minerales,,,1239513
mora, arándano, fruta n...,roble, vainilla, chocol...,pimienta, regaliz, cane...,1661523
arándano, mulberry, mor...,chocolate con leche, ca...,,cereza roja, sandía,,8332751
humo, suelo del bosque,...,cereza, frambuesa,,mora, ciruela, arándano,2296530
frutos rojos, cereza, f...,Terroso, minerales, cue...,vainilla, roble, clavo ...,53364
roble, chocolate, cedro,Terroso, cuero, mineral...,mora, fruta negra, ciru...,1219509
cereza, frambuesa, cere...,roble, clavo de olor, v...,Terroso, minerales, cue...,1186484
Terroso, cuero, suelo d...,cereza, frambuesa, cere...,roble, chocolate, bebid...,1099186
cuero, humo, Terroso,mora, fruta negra, ciru...,pimienta, pimienta blan...,,1100147
frambuesa, cereza, cere...,Terroso, minerales, hon...,roble, vainilla,,6246711
roble, tabaco, chocolat...,cereza, frutos rojos, f...,cuero, Terroso, humo,1231421
anís, hoja de laurel, c...,Terroso, sílex, suelo d...,butterscotch, chocolate...,,7350447
Terroso, hongo, sílex,cereza, frambuesa, fres...,bebida cola, cedro, cla...,79375
cuero, humo, Terroso,fruta negra, mora, acei...,pimienta, regaliz, pimi...,16343
cereza, frambuesa, fres...,Terroso, cuero, hongo,roble, tabaco, vainilla,79231
cuero, Terroso, humo,mora, ciruela, cereza n...,roble, chocolate, cedro,1207796
cuero, Terroso, hongo,frutos rojos, frambuesa...,,mora, casis, casis,1101358
cereza, fresa, frambues...,vainilla, roble, carame...,suelo del bosque, cuero...,,7280
roble, tabaco, cedro,casis, mora, ciruela,cuero, Terroso, humo,79273
cereza, frambuesa, arán...,hongo, Terroso, mineral...,ajedrea, enebro, mentol,1254250
cuero, humo, maleza,regaliz, ajedrea,,mezcla de especias para...,,,4481086
cereza, arándano rojo, ...,roble, tabaco, cedro,cuero, aceto balsámico,...,3934439
Terroso, minerales, hon...,frambuesa, frutos rojos...,,roble, vainilla, clavo ...,1144959
frutos rojos, frambuesa...,,Terroso, hongo, suelo d...,roble, cedro, vainilla,1550031
roble, vainilla, tabaco,cuero, Terroso, humo,cereza, frutos rojos, f...,7972
humo, Terroso, cuero,mora, casis, frutos del...,chocolate, café, vainil...,96016
cereza, fresa, arándano...,cuero, hongo, humo,roble, vainilla, clavo ...,1581426
chocolate, roble, vaini...,mora,,,cereza,,,9048362
roble, vainilla, tabaco,mora, ciruela, fruta ne...,cuero, humo, Terroso,77171
mora, ciruela, casis,roble, vainilla, chocol...,eucalipto, menta, pimie...,1785635
roble, vainilla, tabaco,frutos del bosque, frut...,,cuero, Terroso, mineral...,3293391
roble, vainilla, tabaco,ciruela, mora, fruta ne...,cuero, Terroso, humo,1135916
roble, vainilla, tabaco,ciruela, mora, fruta ne...,cuero, Terroso, humo,1135982
humo, cuero, minerales,mora, arándano, frutos ...,pimienta, ajedrea, rega...,1150478
tabaco, roble, chocolat...,mora, ciruela, casis,cuero, Terroso, humo,10175
cuero, miel, minerales,tabaco, roble, mantequi...,mora, fruta negra, casi...,1983498
fresa, frutos rojos, ce...,Terroso, hongo, suelo d...,roble, vainilla, café,1146472
hongo, Terroso, suelo d...,roble, café, vainilla,fruta negra, ciruela, m...,1319848
tabaco, roble, cedro,casis, mora, casis,cuero, Terroso, humo,79762
cereza, frambuesa, fres...,cuero, minerales, Terro...,roble, tabaco, caramelo,79228
roble, tabaco, vainilla,mora, casis, fruta negr...,cuero, Terroso, humo,79272
cuero, alquitrán, Terro...,roble, tabaco, cedro,cereza, frutos rojos, f...,75310
tabaco, roble, vainilla,mora, ciruela,,cuero, alquitrán, aceto...,1573071
fresa,,,Terroso, alquitrán,,No disponible,,,6399116
regaliz, pimienta, cane...,cereza negra, mora, cir...,tabaco, roble, chocolat...,1601992
mora, ciruela, arándano,roble, vainilla, chocol...,pimienta, eucalipto, re...,7571198
roble, vainilla, chocol...,mora, ciruela, frutos d...,cuero, Terroso, humo,4848
cereza, frutos rojos, a...,Terroso, hierro, aceto ...,roble, vainilla, cedro,7537067
cuero, Terroso, hongo,cereza, frambuesa, cere...,roble, tabaco, chocolat...,1171278
cereza, fresa, frambues...,Terroso, hongo, piedra,frutos del bosque, casi...,,5878673
fresa, frambuesa, cerez...,cuero, alquitrán, Terro...,roble, tabaco, chocolat...,1208385
tabaco, roble, vainilla,fruta negra, mora, cere...,cuero, minerales, suelo...,1243815
roble, tabaco, cedro,casis, mora, casis,cuero, Terroso, humo,1115658
suelo del bosque, Terro...,,roble, clavo de olor, c...,cereza, frambuesa, fres...,1191209
cereza, fresa, frambues...,Terroso, minerales, sue...,roble, vainilla, clavo ...,85056
cuero, humo, Terroso,roble, vainilla, tabaco,mora, fruta negra, ciru...,36434
roble, vainilla, chocol...,mora, fruta negra, ciru...,cuero, humo, aceto bals...,1324170
mora, ciruela, casis,roble, vainilla, mezcla...,Terroso, grafito, cuero,1740240
roble, cedro, tabaco,cereza, frambuesa, cere...,cuero, Terroso, humo,1847975
roble, chocolate, tabac...,mora, ciruela, frutos d...,cuero, Terroso, grafito,1107342
cereza, frambuesa, fres...,roble, vainilla, chocol...,cuero, Terroso, mineral...,1489573
Terroso, humo, cuero,mora, ciruela, fruta ne...,roble, chocolate, vaini...,1491184
tabaco, roble, cedro,cereza negra, mora, fru...,cuero, minerales, humo,6776865
roble, chocolate, vaini...,cereza, frambuesa, cere...,cuero, Terroso, aceto b...,1565472
frambuesa, cereza, fres...,cuero, Terroso, suelo d...,roble, vainilla, clavo ...,779376
pimienta, regaliz, pimi...,humo, cuero, Terroso,roble, cedro, vainilla,1677818
cuero, Terroso, aceto b...,fruta negra, arándano, ...,cereza, fresa, arándano...,1607619
frambuesa, cereza, frut...,Terroso, cuero, humo,roble, tabaco, mantequi...,24064
roble, vainilla, tabaco,cereza, frutos rojos, f...,mora, ciruela, cereza n...,1149692
ciruela, fruta negra, c...,roble, chocolate, tabac...,cuero, minerales, Terro...,1188549
frambuesa, fresa, cerez...,minerales, hongo, humo,roble, chocolate, bebid...,98363
No disponible,,,No disponible,,,No disponible,,,2754176
No disponible,,,No disponible,,,No disponible,,,5093522
cuero, Terroso, alquitr...,cereza, frutos rojos, f...,roble, tabaco, vainilla,1134046
ciruela, mora, frutos d...,roble, tabaco, vainilla,pimienta, regaliz, ajed...,1667391
frambuesa, cereza roja,...,roble, cedro, nuez mosc...,cuero, humo, hongo,1101284
cuero, minerales, humo,cereza negra, casis, fr...,cereza, frambuesa, fres...,7597266
tabaco, roble, vainilla,ciruela, mora, fruta ne...,cuero, Terroso, humo,89399
frutos rojos, fresa, ce...,chocolate amargo, tabac...,,sabor a nuez,,,6247859
ciruela, mora, frutos d...,cuero, Terroso, hongo,chocolate, tabaco, robl...,20662
frambuesa, cereza, gros...,violeta, lirio, perfume,Terroso, tiza, jengibre,3230035
casis, casis, mora,roble, vainilla, cedro,cuero, Terroso, humo,1188387
roble, chocolate, café,mora, fruta negra, cere...,cuero, Terroso, cacao,1151275
ciruela, fruta negra, m...,roble, cedro, chocolate,cuero, Terroso, grafito,1665992
cuero, minerales,,arándano,,,No disponible,,,1803117
roble, clavo de olor, t...,mora, fruta negra, casi...,Terroso, minerales, mie...,1296001
roble, vainilla, tabaco,mora, ciruela, frutos d...,cuero, grafito, humo,1731184
chocolate, café, roble,fresa, frutos rojos, ce...,arándano, fruta negra, ...,1761221
No disponible,,,No disponible,,,No disponible,,,1146833
cereza, fresa, frambues...,Terroso, cuero, hongo,roble, tabaco, chocolat...,99968
fruta negra, ciruela, c...,cereza,,,cedro,,,99405
chocolate, roble, café,mora, fruta negra, arán...,humo, cuero, minerales,2101116
minerales, Terroso, cue...,regaliz, pimienta blanc...,,cereza negra, casis, mo...,7687099
Terroso,,,No disponible,,,No disponible,,,1186851
Terroso, hongo, jengibr...,arándano rojo, cereza, ...,ciruela, fruta negra, z...,1134967
cereza, fresa deshidrat...,,cuero, Carne de caza, c...,clavo de olor, roble, n...,1958053
cereza, frutos rojos, c...,hierro, cuero, Terroso,cedro, cigarro, roble,2107009
cereza, grosella roja, ...,roble,,,No disponible,,,1684942
cuero, alquitrán, Terro...,roble, tabaco, vainilla,cereza, frambuesa, fres...,23362
tabaco, roble, chocolat...,ciruela, mora, casis,cuero, Terroso, humo,3151489
suelo del bosque, cuero...,,frutos rojos, frambuesa...,,roble, vainilla, tabaco,1235009
fresa, frutos rojos, ce...,Terroso, ceniza, carbón...,nuez moscada, vainilla,...,2029450
frambuesa, cereza, fres...,cereza negra, mora, ace...,miel, Terroso, cuero,1704918
cereza, frambuesa, fres...,Terroso, suelo del bosq...,,roble, tabaco, cedro,79373
fruta negra, mora, casi...,roble, tabaco, chocolat...,cuero, minerales, hongo,2399477
vainilla, roble, chocol...,Terroso, cuero, humo,cereza, frutos rojos, f...,2699182
cereza,,,arándano,,,chocolate, roble,,3504926
roble, chocolate, vaini...,ciruela, frutos del bos...,,cereza, frambuesa, frut...,5296468
frambuesa, cereza, fres...,Terroso, cuero, mineral...,manzana, melocotón, alb...,2835094
No disponible,,,No disponible,,,No disponible,,,11235960
cereza, frambuesa, frut...,frutos del bosque, arán...,,pimienta, pimienta moli...,,1238211
roble, vainilla, chocol...,frutos del bosque, frut...,,humo, Terroso, alquitrá...,1253619
cereza, frambuesa, frut...,butterscotch, chocolate...,,arándano, mermelada de ...,,5678643
vainilla, roble, chocol...,ciruela, casis, mora,cereza, frambuesa, frut...,1112386
mora, frutos del bosque...,,pimienta, pimienta blan...,,roble, tabaco, chocolat...,1227784
roble, vainilla, chocol...,mora, casis, fruta negr...,cereza, frutos rojos, f...,1205686
roble, chocolate, tabac...,ciruela, mora, mermelad...,cereza, frutos rojos, a...,1228702
vainilla, chocolate, ro...,cereza, frutos rojos, c...,cuero, cacao, minerales,7833491
grafito,,,pasas de uva negras,,,pimienta de Jamaica,,,5920850
roble, vainilla, chocol...,mora, ciruela, fruta ne...,cereza, frutos rojos, f...,7936
cereza, frutos rojos, f...,roble, chocolate, vaini...,casis, casis, mora,2615644
cereza, frambuesa, fres...,mora, ciruela, frutos d...,cuero, Terroso, humo,1195177
No disponible,,,No disponible,,,No disponible,,,2394146
ciruela, mora, frutos d...,roble, vainilla, chocol...,cuero, humo, Terroso,1276374
roble, vainilla, chocol...,ciruela, mora, fruta ne...,cuero, humo, Terroso,2570269
frambuesa, fresa, cerez...,roble, cedro, vainilla,Terroso, minerales, cue...,4122450
minerales, Terroso, gra...,cereza negra, fruta neg...,,pimienta, ajedrea,,1228934
cereza, frambuesa, frut...,cuero, aceto balsámico,...,mora, cereza negra, fru...,1954914
cereza, fresa, frambues...,minerales, Terroso, hum...,pimienta, regaliz, tomi...,1215162
roble, vainilla, cedro,cereza, frutos rojos, f...,mora, ciruela, fruta ne...,1201068
roble, vainilla, tabaco,cereza, frambuesa, frut...,ciruela, mora, cereza n...,20983
roble, vainilla, tabaco,cereza, frutos rojos, f...,cuero, humo, Terroso,1525045
roble, vainilla, tabaco,frutos rojos, cereza, c...,regaliz, pimienta, cane...,5217637
tabaco, clavo de olor, ...,frambuesa, frutos rojos...,,arándano, cereza negra,...,10238145
frutos rojos, fresa, ar...,Terroso, cuero, mineral...,clavo de olor, nuez mos...,,7104549
ciruela, mora, arándano,frutos rojos, cereza, f...,pimienta, regaliz, pimi...,1253802
cereza, frambuesa, frut...,ciruela, mora, cereza n...,Terroso, cuero, humo,27314
ciruela, frutos del bos...,,roble, vainilla, chocol...,pimienta, pimienta blan...,,76165
mora, casis, casis,roble, vainilla, chocol...,pimienta, regaliz, hoja...,1726554
vainilla, roble, tabaco,cereza, frambuesa, cere...,cuero, carbón de leña, ...,6869196
cereza, frambuesa, fres...,mora, arándano, cereza ...,Terroso, cuero, suelo d...,1650336
roble, vainilla, tabaco,ciruela, arándano, mora,cuero, humo, Terroso,1718219
roble, chocolate, tabac...,cereza,,,ciruela, mermelada, ace...,22953
Terroso, minerales, hum...,vainilla,,,ciruela,,,1225018
humo, alquitrán, Terros...,cereza, frutos rojos, f...,casis, zarza,,2459031
cereza, grosella roja, ...,Terroso, hongo, aceto b...,mora, frutos del bosque...,,1188137
fruta negra, mora, zarz...,roble,,,No disponible,,,7142713
No disponible,,,No disponible,,,No disponible,,,5982518
cereza, fresa, frutos r...,roble, vainilla, tabaco,ciruela, mora, cereza n...,22910
